state_code,division,year,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12
46,0,1900,0.0,2.35,4.43,4.1,1.51,3.16,4.95,4.33,2.92,2.19,2.76,5.19
46,0,1901,1.0,2.67,0.92,3.6,7.46,5.97,6.8,3.15,5.57,3.63,0.73,2.64
46,0,1902,2.0,3.87,3.69,4.73,3.14,3.2,4.88,3.52,2.34,2.95,2.65,3.41
46,0,1903,3.0,3.46,5.83,4.62,4.81,2.68,5.11,4.46,3.0,1.57,2.64,2.52
46,0,1904,4.0,2.84,2.33,4.06,3.26,3.38,4.98,3.23,2.93,1.86,1.35,0.98
46,0,1905,5.0,3.49,2.42,4.12,3.09,4.97,4.72,6.32,4.15,2.4,4.78,2.12
46,0,1906,6.0,4.08,1.67,5.37,3.14,2.69,5.18,4.5,5.63,3.53,3.5,2.66
46,0,1907,7.0,6.05,2.9,4.71,3.92,4.01,6.47,6.32,5.03,4.44,2.65,4.04
46,0,1908,8.0,3.5,3.97,6.39,4.9,6.18,3.34,5.13,3.28,1.09,2.06,1.35
46,0,1909,9.0,3.47,4.01,3.63,5.22,3.69,5.96,4.43,3.2,3.15,2.88,1.4
46,0,1910,10.0,5.93,3.5,0.81,3.76,3.97,6.68,5.53,2.2,3.63,1.97,2.07
46,0,1911,11.0,6.51,2.19,3.61,4.76,1.38,4.38,2.78,6.88,4.42,5.55,2.98
46,0,1912,12.0,3.05,2.68,6.23,4.32,4.06,4.37,7.4,3.55,4.01,1.33,2.01
46,0,1913,13.0,6.12,2.35,4.84,3.35,5.22,3.59,5.87,3.57,2.84,4.82,4.6
46,0,1914,14.0,3.35,4.02,3.25,4.74,1.9,2.85,4.36,4.83,1.31,3.17,1.47
46,0,1915,15.0,5.52,3.28,1.62,1.99,4.3,3.96,4.62,4.82,4.17,3.94,3.1
46,0,1916,16.0,5.03,4.54,5.09,3.19,3.45,5.58,4.11,4.91,3.89,2.55,1.75
46,0,1917,17.0,4.52,3.39,7.2,3.24,4.96,3.75,5.0,3.5,3.05,4.32,1.01
46,0,1918,18.0,4.4,3.22,4.89,5.55,4.52,4.75,3.49,4.45,2.96,3.8,1.98
46,0,1919,19.0,4.02,2.07,3.09,2.64,5.48,5.42,5.91,4.67,2.17,5.95,4.51
46,0,1920,20.0,4.67,2.86,3.47,5.16,2.87,5.22,4.95,4.78,3.08,1.12,3.69
46,0,1921,21.0,2.66,2.67,2.91,2.67,4.37,3.94,4.03,5.35,4.65,2.74,6.01
46,0,1922,22.0,2.95,3.15,5.41,3.35,3.87,4.85,4.96,3.94,2.12,2.71,1.19
46,0,1923,23.0,4.69,3.81,3.74,3.6,2.62,4.75,4.83,4.63,3.13,1.45,3.34
46,0,1924,24.0,4.52,3.03,3.96,3.01,6.99,4.91,4.11,4.92,6.3,0.46,2.19
46,0,1925,25.0,4.04,2.5,3.12,2.97,3.15,3.46,4.79,1.91,2.24,7.01,3.67
46,0,1926,26.0,4.12,4.05,2.9,2.55,2.84,3.34,4.57,6.94,4.53,4.9,3.76
46,0,1927,27.0,3.77,4.7,2.53,6.32,3.99,4.01,5.08,4.34,2.14,4.09,4.16
46,0,1928,28.0,2.35,2.36,3.87,5.43,2.65,7.4,4.21,5.92,3.19,1.96,3.33
46,0,1929,29.0,3.09,3.21,3.94,4.33,5.87,3.82,4.37,3.3,2.5,6.25,4.56
46,0,1930,30.0,1.95,2.59,3.12,1.99,2.27,2.59,1.75,2.47,1.37,0.91,1.52
46,0,1931,31.0,1.39,2.6,3.69,4.19,5.01,3.16,5.35,6.47,3.67,1.51,1.67
46,0,1932,32.0,4.8,3.57,5.51,2.44,3.47,5.2,5.88,3.09,1.6,4.43,3.4
46,0,1933,33.0,4.17,3.43,5.89,4.39,6.89,2.83,5.67,5.17,3.23,1.68,1.94
46,0,1934,34.0,2.63,2.1,4.65,2.72,2.19,3.42,4.63,5.55,4.33,1.24,3.65
46,0,1935,35.0,4.9,2.44,6.28,3.67,6.15,5.22,5.25,5.85,3.18,2.91,3.18
46,0,1936,36.0,4.43,2.96,6.17,3.72,1.93,2.43,5.21,3.76,1.99,3.87,2.45
46,0,1937,37.0,8.46,3.43,1.99,4.14,3.29,4.91,4.36,6.41,2.11,7.35,1.64
46,0,1938,38.0,2.38,2.82,4.14,3.06,5.95,5.55,5.95,2.98,3.61,0.86,4.04
46,0,1939,39.0,3.75,5.84,4.24,5.01,1.66,5.82,6.35,2.28,1.76,2.91,1.05
46,0,1940,40.0,1.51,3.79,3.55,4.95,4.4,6.23,4.53,5.25,2.72,1.65,3.21
46,0,1941,41.0,2.69,0.93,2.17,2.21,2.08,5.73,5.7,4.48,2.41,2.67,2.32
46,0,1942,42.0,2.07,2.17,3.81,1.65,4.71,5.2,4.45,7.2,3.92,3.93,3.8
46,0,1943,43.0,3.44,1.88,4.92,3.9,4.66,3.9,6.04,3.71,1.19,2.4,2.11
46,0,1944,44.0,2.22,3.86,5.28,4.28,4.44,3.83,2.67,3.0,3.77,4.01,2.1
46,0,1945,45.0,3.32,4.29,4.5,3.23,4.96,3.7,5.74,3.47,6.61,1.54,5.25
46,0,1946,46.0,2.69,3.13,3.57,2.1,5.2,5.09,3.37,2.7,2.3,2.69,1.66
46,0,1947,47.0,4.85,1.56,2.28,2.06,3.55,3.77,4.43,4.87,3.63,1.64,3.15
46,0,1948,48.0,3.1,3.71,4.31,6.02,4.42,4.93,5.54,4.12,3.3,2.39,4.48
46,0,1949,49.0,5.1,3.3,2.62,3.61,3.97,4.4,5.54,4.55,2.71,3.18,2.63
46,0,1950,50.0,6.43,3.57,3.91,2.15,5.04,6.15,5.69,3.28,5.94,2.39,5.14
46,0,1951,51.0,3.78,3.71,5.12,4.21,4.22,6.58,3.11,2.72,3.22,1.25,4.45
46,0,1952,52.0,5.69,1.79,4.38,4.41,5.18,3.78,3.09,4.99,2.51,1.08,2.81
46,0,1953,53.0,4.77,2.91,4.22,3.32,4.62,4.44,3.27,2.59,2.15,0.91,1.27
46,0,1954,54.0,3.47,1.49,4.51,3.1,3.53,3.83,6.11,6.99,2.71,6.25,2.0
46,0,1955,55.0,1.98,5.01,6.94,3.04,3.33,3.81,3.54,4.91,1.75,2.79,2.17
46,0,1956,56.0,2.57,6.19,5.7,3.91,4.82,4.63,6.23,4.69,4.22,2.23,1.79
46,0,1957,57.0,4.81,4.44,2.48,3.88,2.78,4.54,2.92,1.47,4.57,3.42,2.48
46,0,1958,58.0,3.21,2.99,3.44,4.8,5.35,4.31,8.12,5.63,2.77,1.56,2.55
46,0,1959,59.0,3.33,2.38,2.7,4.27,3.7,2.77,4.63,3.38,1.24,5.07,4.04
46,0,1960,60.0,3.17,3.88,2.61,2.27,4.74,3.41,4.23,4.46,3.69,2.34,2.05
46,0,1961,61.0,2.6,4.0,4.74,4.63,3.8,5.62,5.91,3.97,2.2,4.24,2.93
46,0,1962,62.0,3.13,4.73,4.08,3.74,3.18,3.6,5.34,1.87,3.85,3.21,4.56
46,0,1963,63.0,1.9,2.42,7.67,1.74,2.93,4.23,3.59,3.92,2.24,0.24,4.44
46,0,1964,64.0,3.16,3.7,3.96,4.47,1.52,3.65,3.9,3.64,4.34,1.55,2.83
46,0,1965,65.0,4.27,2.51,4.58,5.02,2.01,2.48,3.74,3.13,3.53,2.82,1.3
46,0,1966,66.0,3.85,3.31,1.82,4.9,2.62,1.31,3.65,3.75,5.37,2.43,3.38
46,0,1967,67.0,1.3,2.76,6.83,3.29,7.08,2.12,4.88,3.75,2.62,2.85,3.11
46,0,1968,68.0,2.58,0.65,4.2,3.01,6.68,2.93,3.21,4.47,2.64,3.4,3.24
46,0,1969,69.0,2.24,1.63,2.04,3.1,2.49,3.72,5.94,5.32,3.23,1.59,2.43
46,0,1970,70.0,1.54,2.74,3.57,4.62,2.17,4.07,5.13,4.05,3.71,3.86,3.16
46,0,1971,71.0,3.85,3.66,2.46,1.68,5.8,3.39,5.59,3.48,6.34,2.56,2.75
46,0,1972,72.0,4.67,5.27,2.75,5.73,4.17,6.39,4.67,4.25,3.24,3.53,5.26
46,0,1973,73.0,2.09,2.81,3.37,6.11,4.65,3.8,4.57,3.78,3.45,4.19,4.41
46,0,1974,74.0,5.2,2.02,4.25,3.04,5.71,6.88,3.43,4.49,3.47,2.02,2.59
46,0,1975,75.0,4.15,3.51,6.2,4.27,5.58,4.28,3.6,5.07,5.62,3.26,2.3
46,0,1976,76.0,3.91,2.3,3.11,1.43,3.09,4.3,5.17,2.92,4.77,7.36,1.2
46,0,1977,77.0,1.89,1.16,3.37,4.22,1.94,4.79,4.43,5.57,2.91,4.5,3.98
46,0,1978,78.0,5.87,0.96,3.04,3.17,4.59,3.95,6.63,5.11,1.79,2.44,2.75
46,0,1979,79.0,6.25,4.06,2.69,3.78,5.03,4.6,5.46,5.43,5.2,4.23,3.67
46,0,1980,80.0,2.83,1.66,4.85,5.04,3.61,3.35,7.07,5.97,2.47,2.27,3.23
46,0,1981,81.0,0.97,3.78,2.56,4.0,5.61,6.53,4.39,1.91,4.1,3.54,1.43
46,0,1982,82.0,3.56,3.74,4.99,2.14,3.98,5.58,5.0,3.64,2.82,2.11,4.09
46,0,1983,83.0,1.39,2.4,3.65,5.26,5.98,3.34,4.05,2.79,1.52,5.79,4.04
46,0,1984,84.0,1.7,3.51,4.26,4.87,4.38,2.21,5.39,5.38,1.82,4.14,4.22
46,0,1985,85.0,2.78,2.57,3.56,1.78,6.28,3.24,4.93,3.73,0.71,4.14,9.53
46,0,1986,86.0,1.94,4.36,2.4,2.51,3.4,3.4,5.52,3.74,3.52,2.83,5.83
46,0,1987,87.0,3.3,2.39,2.19,5.71,3.03,3.71,2.63,3.36,4.6,1.46,2.86
46,0,1988,88.0,2.29,2.4,2.47,2.99,3.78,1.28,4.02,3.34,4.39,2.09,3.98
46,0,1989,89.0,3.35,4.49,4.88,4.18,6.01,6.5,4.97,5.66,4.69,4.38,3.21
46,0,1990,90.0,3.57,3.68,2.32,3.25,6.0,3.74,5.45,4.29,3.4,5.08,1.91
46,0,1991,91.0,3.68,2.87,6.13,3.14,2.17,2.63,4.1,2.98,3.21,1.43,3.4
46,0,1992,92.0,2.12,2.88,4.45,2.89,4.14,3.4,6.46,4.17,2.49,1.12,3.12
46,0,1993,93.0,2.2,2.73,6.48,3.81,2.44,3.74,2.85,3.14,5.67,3.19,4.03
46,0,1994,94.0,5.54,5.43,7.29,3.8,4.34,3.57,5.64,5.62,2.12,1.08,2.44
46,0,1995,95.0,5.14,2.55,2.23,2.37,6.25,5.79,2.88,3.56,2.75,4.06,3.81
46,0,1996,96.0,6.01,3.42,4.43,3.39,8.92,4.08,7.11,4.65,6.77,2.76,3.96
46,0,1997,97.0,2.27,1.9,7.13,2.08,4.2,4.29,4.36,4.15,2.98,1.28,3.79
46,0,1998,98.0,4.93,4.4,4.03,5.05,5.15,8.43,3.08,3.13,2.01,1.68,1.45
46,0,1999,99.0,5.58,2.37,3.98,2.99,2.79,1.73,3.45,3.39,3.28,3.3,3.38
46,0,2000,0.0,1.99,4.0,2.98,4.37,4.19,5.53,5.32,4.85,4.42,0.87,1.82
46,0,2001,1.0,2.6,2.16,3.52,2.26,6.49,4.18,7.6,3.41,2.49,1.28,1.27
46,0,2002,2.0,3.09,1.0,5.05,6.03,5.07,4.41,5.09,1.9,3.87,5.48,4.13
46,0,2003,3.0,2.42,6.23,2.06,3.8,7.25,6.66,5.85,5.29,6.69,3.04,6.68
46,0,2004,4.0,3.32,2.88,3.88,5.51,6.53,4.6,4.32,4.06,7.46,3.53,3.84
46,0,2005,5.0,3.98,2.34,4.24,4.06,3.34,2.08,5.63,4.54,0.91,4.19,3.88
46,0,2006,6.0,3.88,1.37,1.92,4.66,2.72,6.2,4.5,3.26,4.98,5.45,2.86
46,0,2007,7.0,3.47,2.47,3.96,4.62,2.03,3.58,5.14,3.46,2.38,3.64,3.0
46,0,2008,8.0,2.92,3.65,4.44,4.17,5.45,5.69,4.94,3.11,1.78,1.51,2.78
46,0,2009,9.0,4.49,1.48,2.68,3.98,7.07,4.4,5.25,4.04,3.26,3.66,1.72
46,0,2010,10.0,3.58,3.35,3.44,2.01,5.56,4.56,4.83,3.48,2.61,2.59,2.85
46,0,2011,11.0,2.25,2.95,5.74,7.59,5.15,4.05,3.91,3.81,6.43,4.87,4.54
46,0,2012,12.0,3.09,2.3,4.92,2.86,4.94,2.64,5.88,2.58,5.23,4.58,0.77
46,0,2013,13.0,4.41,1.83,3.28,2.5,3.98,5.96,6.17,5.51,2.39,2.15,3.4
46,0,2014,14.0,2.25,4.18,3.04,3.06,4.24,4.54,4.03,4.42,2.2,5.19,2.31
46,0,2015,15.0,2.41,2.74,5.36,6.34,2.36,6.43,6.46,2.71,4.05,2.76,2.28
46,0,2016,16.0,2.61,3.65,2.53,2.91,6.01,6.26,4.93,3.63,2.86,3.53,1.87
46,0,2017,17.0,4.8,1.75,4.31,4.35,6.16,4.7,6.17,3.39,1.91,5.26,2.34
46,0,2018,18.0,3.11,6.85,3.97,4.95,6.16,6.24,4.79,5.89,9.41,3.95,4.85
46,0,2019,19.0,3.86,5.48,2.62,3.85,5.54,5.06,4.58,3.83,0.68,5.26,2.59
46,0,2020,20.0,3.65,5.27,4.04,6.55,5.7,5.24,4.34,5.69,3.05,3.47,2.72
46,0,2021,21.0,2.78,3.85,4.07,3.22,3.12,4.94,3.31,5.56,4.54,3.34,1.32
46,0,2022,22.0,4.86,4.26,2.53,3.23,5.79,4.61,6.33,6.07,2.71,2.9,3.56
46,0,2023,23.0,3.47,3.51,2.69,3.19,3.65,3.17,5.42,4.82,2.7,2.31,2.23
46,0,2024,24.0,4.78,3.51,3.35,4.66,4.63,2.65,3.07,3.03,4.48,1.12,3.52
46,0,2025,25.0,2.72,5.57,1.94,4.48,6.65,5.21,5.59,1.72,-9.99,-9.99,-9.99
47,0,1895,95.0,1.5,0.52,0.47,1.21,4.33,3.08,2.79,2.48,3.48,0.52,1.46
47,0,1896,96.0,1.06,0.43,1.52,4.85,4.94,3.62,2.97,2.88,3.69,2.59,2.96
47,0,1897,97.0,1.92,1.23,2.62,2.17,1.92,5.58,4.08,2.69,2.29,1.62,1.24
47,0,1898,98.0,0.9,1.53,2.38,1.99,2.87,3.71,2.4,3.19,1.92,4.21,1.53
47,0,1899,99.0,0.93,1.12,2.21,2.47,4.5,5.49,3.15,3.68,2.48,2.92,0.98
47,0,1900,0.0,1.01,1.4,1.34,2.56,1.62,2.03,7.88,4.86,5.96,6.1,1.36
47,0,1901,1.0,0.7,0.67,3.0,0.96,2.3,4.11,4.46,1.85,4.17,2.48,0.89
47,0,1902,2.0,0.81,1.22,1.28,2.02,5.14,3.69,6.23,2.22,3.24,1.89,2.72
47,0,1903,3.0,0.49,1.04,2.38,3.06,5.59,1.67,6.13,6.35,5.44,2.42,0.96
47,0,1904,4.0,0.47,1.1,2.13,1.83,4.45,3.94,3.25,3.02,4.96,4.2,0.23
47,0,1905,5.0,0.96,1.02,1.62,1.43,4.99,6.47,3.82,4.68,3.3,2.77,1.94
47,0,1906,6.0,2.13,0.73,2.26,1.55,4.43,4.62,2.49,4.21,3.54,2.89,2.99
47,0,1907,7.0,1.76,0.55,1.74,2.16,2.45,3.21,4.6,4.27,4.95,0.79,1.15
47,0,1908,8.0,0.78,1.54,2.02,3.36,5.06,4.17,3.57,1.8,2.4,1.54,1.57
47,0,1909,9.0,1.15,1.54,1.23,4.15,2.85,3.41,3.09,3.64,3.11,1.4,3.82
47,0,1910,10.0,1.21,0.77,0.13,2.94,2.37,0.9,1.95,3.66,3.27,1.35,1.19
47,0,1911,11.0,0.89,1.66,1.09,1.66,4.57,3.42,3.99,3.8,5.14,5.74,2.54
47,0,1912,12.0,0.66,0.55,0.79,2.27,5.54,1.41,6.07,5.95,3.65,2.04,0.87
47,0,1913,13.0,0.87,1.01,2.89,1.97,5.51,3.12,6.63,2.52,3.65,2.98,1.49
47,0,1914,14.0,1.2,0.62,1.49,2.96,3.44,7.17,3.33,4.05,4.1,2.3,1.01
47,0,1915,15.0,1.35,2.16,0.59,0.98,4.91,4.05,4.13,3.59,5.21,1.97,3.23
47,0,1916,16.0,2.39,0.77,1.99,3.07,4.02,6.18,1.63,3.07,4.96,3.17,1.7
47,0,1917,17.0,1.47,0.75,2.26,2.55,2.42,5.09,3.01,2.86,2.91,3.35,0.3
47,0,1918,18.0,1.68,1.1,1.45,2.02,6.53,2.29,2.88,3.78,1.74,2.55,2.25
47,0,1919,19.0,0.57,1.81,1.65,3.44,2.72,5.09,4.48,2.84,3.59,3.8,3.11
47,0,1920,20.0,1.36,0.53,3.2,2.4,2.68,6.44,2.45,2.67,1.89,2.25,2.3
47,0,1921,21.0,0.51,0.69,2.24,4.16,3.46,2.44,3.8,3.61,4.93,1.91,1.28
47,0,1922,22.0,0.83,3.2,2.0,3.56,3.55,4.42,3.89,1.84,3.43,1.01,3.27
47,0,1923,23.0,1.42,0.67,2.15,2.17,2.17,4.95,3.35,2.8,3.15,1.57,0.74
47,0,1924,24.0,0.82,1.02,2.17,4.09,3.22,4.18,3.54,7.02,3.33,0.71,1.59
47,0,1925,25.0,0.44,1.07,0.86,2.01,1.2,6.43,4.34,2.2,4.82,1.92,1.01
47,0,1926,26.0,0.8,1.64,1.7,1.66,3.53,4.09,3.78,4.64,6.38,2.98,2.75
47,0,1927,27.0,0.8,0.61,2.21,2.39,4.62,2.83,4.18,1.21,5.06,2.98,2.45
47,0,1928,28.0,0.47,1.48,1.41,2.57,2.1,4.23,4.05,6.07,4.18,4.11,1.81
47,0,1929,29.0,2.55,1.19,1.56,3.82,2.32,3.84,3.31,1.91,3.62,1.99,0.93
47,0,1930,30.0,1.1,1.41,1.28,1.95,3.62,5.5,2.64,1.06,3.2,2.4,1.34
47,0,1931,31.0,0.63,0.59,1.58,1.24,1.77,4.86,2.09,2.75,5.65,3.11,4.21
47,0,1932,32.0,1.96,1.35,1.12,1.6,3.06,3.01,3.05,3.81,1.4,1.82,1.93
47,0,1933,33.0,1.14,1.11,1.93,2.71,4.88,2.59,2.88,1.58,3.32,2.32,0.8
47,0,1934,34.0,0.8,0.34,1.46,2.08,1.29,3.88,2.79,2.86,6.32,2.42,4.81
47,0,1935,35.0,1.93,0.82,1.35,2.42,2.58,5.2,4.53,4.21,2.37,2.66,1.97
47,0,1936,36.0,1.22,1.56,1.73,1.23,2.85,2.25,0.99,5.14,3.41,2.16,0.96
47,0,1937,37.0,2.2,1.93,0.59,3.21,3.1,2.79,2.16,2.88,3.08,3.08,1.5
47,0,1938,38.0,1.8,1.95,2.6,3.15,5.3,5.19,4.41,4.89,7.01,1.34,2.45
47,0,1939,39.0,1.78,1.72,0.97,2.34,2.83,5.51,2.02,3.64,2.52,1.79,0.34
47,0,1940,40.0,0.83,1.05,1.32,2.4,3.53,6.36,2.71,5.95,1.21,2.18,3.38
47,0,1941,41.0,1.33,0.73,1.27,2.21,4.24,2.75,2.75,5.04,6.48,4.8,1.36
47,0,1942,42.0,0.61,0.53,2.44,1.74,6.41,4.6,4.19,2.67,6.59,1.93,1.87
47,0,1943,43.0,1.57,0.55,2.13,1.67,4.5,6.04,2.83,4.28,1.98,2.11,1.98
47,0,1944,44.0,0.93,1.24,2.05,2.32,3.85,6.25,2.47,3.43,3.03,0.59,2.3
47,0,1945,45.0,0.7,2.02,2.0,3.89,4.17,4.68,3.5,4.86,3.59,0.85,3.53
47,0,1946,46.0,1.97,0.84,1.76,0.79,2.86,6.52,1.7,2.21,4.74,2.77,2.31
47,0,1947,47.0,1.11,0.33,1.11,3.88,3.77,4.53,2.66,3.78,3.69,1.51,2.15
47,0,1948,48.0,0.49,1.67,1.88,2.52,2.03,3.01,3.18,1.99,1.87,1.0,3.22
47,0,1949,49.0,1.84,0.68,2.35,1.57,2.36,4.93,5.72,2.25,2.14,1.86,1.33
47,0,1950,50.0,2.41,0.91,2.23,3.18,2.96,4.03,5.58,2.73,1.96,1.4,1.26
47,0,1951,51.0,0.83,1.71,3.31,3.96,3.22,4.88,5.03,4.5,3.84,3.92,1.9
47,0,1952,52.0,1.74,0.62,2.28,1.62,3.07,4.78,5.89,4.68,0.83,0.17,1.91
47,0,1953,53.0,0.9,2.13,1.88,3.52,3.04,4.86,4.29,3.92,1.35,0.36,1.49
47,0,1954,54.0,0.7,0.78,1.58,5.18,3.81,6.13,3.99,2.97,5.3,4.05,0.91
47,0,1955,55.0,0.58,1.02,1.42,2.91,3.41,3.55,4.91,3.07,1.65,3.16,1.12
47,0,1956,56.0,0.48,0.48,1.99,2.09,3.71,4.07,4.12,4.55,1.54,1.02,2.38
47,0,1957,57.0,0.37,0.66,0.92,2.2,4.24,4.11,3.89,3.98,2.47,1.45,2.91
47,0,1958,58.0,0.52,0.11,0.52,2.55,2.1,3.32,4.24,3.46,3.25,2.17,1.86
47,0,1959,59.0,0.74,1.21,1.89,2.04,4.45,2.92,3.8,6.88,5.25,4.1,1.46
47,0,1960,60.0,1.34,0.72,0.65,3.63,5.83,3.96,3.24,5.76,3.94,2.39,1.99
47,0,1961,61.0,0.18,1.23,2.91,2.13,2.76,3.03,3.98,2.48,5.6,3.39,2.74
47,0,1962,62.0,0.85,1.77,1.35,1.94,4.48,3.16,3.61,4.94,3.33,2.1,0.5
47,0,1963,63.0,0.53,0.54,1.94,2.07,2.94,3.09,3.08,2.89,3.51,1.09,1.54
47,0,1964,64.0,0.72,0.22,1.46,3.4,4.38,2.1,3.56,3.78,5.02,0.5,2.09
47,0,1965,65.0,0.9,1.2,2.4,3.62,4.39,2.78,4.0,4.3,7.67,1.62,2.81
47,0,1966,66.0,1.06,1.23,3.12,1.76,1.67,3.06,3.68,4.4,1.81,2.32,1.17
47,0,1967,67.0,2.62,1.07,1.35,3.3,2.33,7.23,2.14,3.63,2.11,3.64,0.93
47,0,1968,68.0,0.88,0.36,1.17,4.17,4.56,7.84,4.45,2.39,5.73,2.62,1.11
47,0,1969,69.0,2.7,0.11,1.0,2.22,2.95,6.06,3.72,1.28,2.32,3.59,0.95
47,0,1970,70.0,0.67,0.26,1.32,1.82,5.99,2.63,4.03,1.5,6.02,4.12,2.61
47,0,1971,71.0,1.79,2.56,1.32,1.45,3.21,3.58,3.82,3.12,3.53,2.99,2.74
47,0,1972,72.0,0.92,0.74,1.98,2.25,2.4,3.11,5.53,6.44,5.88,2.69,1.61
47,0,1973,73.0,1.18,0.94,3.24,4.19,6.68,3.07,2.59,3.97,3.65,2.66,1.55
47,0,1974,74.0,1.01,1.05,1.68,3.12,3.86,4.35,2.69,4.33,1.88,1.84,1.94
47,0,1975,75.0,1.65,1.2,2.21,3.69,2.7,4.77,1.93,5.72,2.49,0.94,4.04
47,0,1976,76.0,1.34,1.38,3.77,3.11,2.11,2.15,2.8,1.76,0.95,0.99,0.23
47,0,1977,77.0,0.57,0.94,4.02,3.2,2.65,4.04,4.78,4.69,4.51,2.52,2.56
47,0,1978,78.0,0.89,0.32,0.38,3.58,4.04,4.47,6.77,4.71,5.09,1.44,2.27
47,0,1979,79.0,1.54,1.28,3.52,1.91,3.71,4.35,3.42,5.14,0.99,3.64,2.01
47,0,1980,80.0,1.69,0.41,0.75,2.0,2.49,5.0,3.46,7.81,6.2,1.88,0.77
47,0,1981,81.0,0.13,2.45,0.7,4.26,1.93,5.09,3.39,4.95,2.89,3.29,0.89
47,0,1982,82.0,1.8,0.26,1.95,3.17,4.2,2.71,5.37,3.47,3.54,3.64,3.67
47,0,1983,83.0,1.03,1.2,1.93,2.27,4.39,2.31,3.95,4.96,4.52,3.06,3.72
47,0,1984,84.0,0.51,1.39,1.32,3.63,2.79,5.34,3.38,3.27,4.25,4.68,2.2
47,0,1985,85.0,0.71,1.27,2.77,2.42,3.21,2.98,3.3,4.83,6.25,3.25,4.26
47,0,1986,86.0,0.67,1.3,1.85,2.86,2.14,4.41,5.49,3.78,8.38,2.69,1.14
47,0,1987,87.0,0.67,0.15,1.38,1.93,3.32,2.34,5.34,3.79,2.82,1.9,2.88
47,0,1988,88.0,1.31,0.32,1.57,1.95,1.32,1.54,2.61,4.24,4.43,1.67,3.42
47,0,1989,89.0,0.71,0.47,1.92,1.43,4.1,2.63,3.17,3.99,1.88,2.41,1.3
47,0,1990,90.0,0.94,0.74,2.9,2.71,4.23,6.63,3.14,5.41,3.67,2.81,1.26
47,0,1991,91.0,0.65,0.64,2.88,3.88,4.85,3.66,4.85,2.39,4.75,3.36,5.28
47,0,1992,92.0,0.79,0.82,1.9,3.04,2.05,2.15,4.27,2.87,5.84,1.65,3.79
47,0,1993,93.0,1.42,0.48,1.15,4.32,4.87,7.12,4.95,4.01,3.36,1.61,1.78
47,0,1994,94.0,1.27,1.11,0.76,3.62,1.79,3.67,4.99,3.98,5.23,1.73,2.21
47,0,1995,95.0,0.74,0.34,2.17,2.94,3.64,2.25,3.54,7.24,2.11,4.95,1.97
47,0,1996,96.0,2.64,0.7,1.5,2.42,2.56,6.4,4.27,2.38,2.43,3.61,2.28
47,0,1997,97.0,1.98,0.88,1.87,0.97,3.01,4.11,4.99,4.18,2.9,2.18,0.73
47,0,1998,98.0,1.79,1.59,3.65,2.34,3.42,6.22,1.71,4.21,2.3,2.74,1.77
47,0,1999,99.0,2.13,1.18,0.53,4.13,4.88,4.18,7.58,3.28,2.12,1.28,1.25
47,0,2000,0.0,1.17,1.27,1.36,2.42,4.26,6.69,4.33,3.8,3.78,0.89,2.71
47,0,2001,1.0,1.17,1.65,0.68,4.86,4.91,4.73,2.61,4.48,4.04,2.43,2.26
47,0,2002,2.0,0.5,1.78,2.27,4.21,3.0,5.64,3.63,4.58,4.57,3.93,0.39
47,0,2003,3.0,0.36,0.64,1.85,2.76,4.82,3.35,3.28,1.96,3.15,1.37,3.17
47,0,2004,4.0,0.81,1.66,3.08,2.17,7.54,4.57,3.1,3.05,2.17,3.61,1.65
47,0,2005,5.0,1.66,1.24,1.22,1.6,2.61,3.81,3.08,2.7,3.77,2.92,2.92
47,0,2006,6.0,1.4,0.75,2.09,2.62,4.16,2.22,3.5,4.33,3.19,2.32,1.71
47,0,2007,7.0,0.93,1.11,2.29,2.48,2.62,2.99,3.06,6.94,3.3,4.85,0.31
47,0,2008,8.0,1.32,1.61,1.1,5.19,3.11,6.19,3.97,1.67,2.67,2.12,1.28
47,0,2009,9.0,0.63,1.1,2.17,3.08,2.88,3.29,2.17,4.79,1.15,5.36,0.85
47,0,2010,10.0,0.89,0.57,0.73,2.34,3.15,7.12,7.5,4.64,6.31,2.34,1.71
47,0,2011,11.0,0.91,1.13,2.38,3.71,3.05,4.22,4.61,3.04,3.08,1.51,1.95
47,0,2012,12.0,1.02,1.29,2.0,2.68,4.81,3.34,3.19,2.34,1.5,3.78,1.11
47,0,2013,13.0,1.69,1.63,1.93,4.85,5.37,6.21,2.46,2.77,2.17,3.54,2.33
47,0,2014,14.0,1.13,1.27,1.1,5.04,3.8,6.71,2.51,5.2,3.86,3.07,2.03
47,0,2015,15.0,0.53,0.42,0.73,2.94,4.65,4.44,3.38,4.0,4.39,2.7,3.42
47,0,2016,16.0,0.84,0.82,3.93,2.21,3.06,5.36,5.2,5.21,5.99,2.95,1.84
47,0,2017,17.0,2.03,1.34,1.99,4.59,4.94,5.94,4.46,4.1,1.9,4.3,0.91
47,0,2018,18.0,1.2,1.51,0.92,2.53,4.7,5.44,3.11,6.07,5.52,5.25,1.94
47,0,2019,19.0,1.43,3.12,1.34,3.72,5.56,3.91,5.33,3.54,7.03,4.88,2.03
47,0,2020,20.0,1.34,0.68,3.04,2.27,3.97,5.0,5.55,3.33,3.17,3.0,2.06
47,0,2021,21.0,0.84,0.88,1.87,2.36,2.99,3.9,4.35,5.46,2.07,2.02,1.24
